client,benchmark,iteration,value_ns,success,error,param_size,param_concurrency
aio-pika,round_trip,22,1295000,True,,256B,
aio-pika,round_trip,23,1213400,True,,256B,
aio-pika,round_trip,24,1204200,True,,256B,
aio-pika,round_trip,25,1417800,True,,256B,
aio-pika,round_trip,26,1203300,True,,256B,
aio-pika,round_trip,27,1581100,True,,256B,
aio-pika,round_trip,28,1410300,True,,256B,
aio-pika,round_trip,29,1206400,True,,256B,
aio-pika,round_trip,30,1246500,True,,256B,
aio-pika,round_trip,31,1207500,True,,256B,
aio-pika,round_trip,32,1415800,True,,256B,
aio-pika,round_trip,33,1454800,True,,256B,
aio-pika,round_trip,34,1186300,True,,256B,
aio-pika,round_trip,35,1221500,True,,256B,
aio-pika,round_trip,36,1192400,True,,256B,
aio-pika,round_trip,37,1402400,True,,256B,
aio-pika,round_trip,38,1353000,True,,256B,
aio-pika,round_trip,39,1198800,True,,256B,
aio-pika,round_trip,40,1259500,True,,256B,
aio-pika,round_trip,41,1227300,True,,256B,
aio-pika,round_trip,42,1431900,True,,256B,
aio-pika,round_trip,43,1483400,True,,256B,
aio-pika,round_trip,44,1281800,True,,256B,
aio-pika,round_trip,45,1191800,True,,256B,
aio-pika,round_trip,46,1190800,True,,256B,
aio-pika,round_trip,47,1212100,True,,256B,
aio-pika,round_trip,48,1192000,True,,256B,
aio-pika,round_trip,49,1783200,True,,256B,
aio-pika,round_trip,0,1511300,True,,1KB,
aio-pika,round_trip,1,1292200,True,,1KB,
aio-pika,round_trip,2,1179600,True,,1KB,
aio-pika,round_trip,3,1240400,True,,1KB,
aio-pika,round_trip,4,1226500,True,,1KB,
aio-pika,round_trip,5,1206300,True,,1KB,
aio-pika,round_trip,6,1522000,True,,1KB,
aio-pika,round_trip,7,1337100,True,,1KB,
aio-pika,round_trip,8,1205000,True,,1KB,
aio-pika,round_trip,9,1267500,True,,1KB,
aio-pika,round_trip,10,1304000,True,,1KB,
aio-pika,round_trip,11,1438600,True,,1KB,
aio-pika,round_trip,12,1324100,True,,1KB,
aio-pika,round_trip,13,1186200,True,,1KB,
aio-pika,round_trip,14,1398800,True,,1KB,
aio-pika,round_trip,15,1199800,True,,1KB,
aio-pika,round_trip,16,1563200,True,,1KB,
